,env,algo,lr,beta,epsilon,avg_return,total_time,asymptotic_return
200,BeamRider,tdprop,0.0014508341821046584,0.028877571830689286,3.106822729349788e-05,655.3673469387755,9371.764582633972,606.2
201,SpaceInvaders,tdprop,0.0014508341821046584,0.028877571830689286,3.106822729349788e-05,239.78796597448087,9664.10438466072,251.3
202,Breakout,tdprop,0.0014508341821046584,0.028877571830689286,3.106822729349788e-05,25.191878625613565,7986.176828384399,34.16
203,Qbert,tdprop,0.0014508341821046584,0.028877571830689286,3.106822729349788e-05,247.1607536580477,7407.952147722244,11.5
204,BeamRider,sgd,0.16999607133078573,0.24076550037125066,3.0126210508620573e-06,1135.7717755443887,4524.956768751144,1413.92
205,SpaceInvaders,sgd,0.16999607133078573,0.24076550037125066,3.0126210508620573e-06,426.6099338743613,6231.496308326721,576.85
206,Breakout,sgd,0.16999607133078573,0.24076550037125066,3.0126210508620573e-06,27.704505699981905,5191.630095243454,113.11
207,Qbert,sgd,0.16999607133078573,0.24076550037125066,3.0126210508620573e-06,1490.3038427167114,4746.400969982147,3196.75
208,BeamRider,adam,2.175694533872365e-05,0.24076550037125066,3.0126210508620573e-06,376.04094488188974,5947.722991943359,604.44
209,SpaceInvaders,adam,2.175694533872365e-05,0.24076550037125066,3.0126210508620573e-06,235.03668898043253,7146.885877370834,258.65
210,Breakout,adam,2.175694533872365e-05,0.24076550037125066,3.0126210508620573e-06,2.830136928939324,10408.732806444168,2.23
211,Qbert,adam,2.175694533872365e-05,0.24076550037125066,3.0126210508620573e-06,389.8626430801249,5109.316816568375,414.25
212,BeamRider,tdprop,2.175694533872365e-05,0.24076550037125066,3.0126210508620573e-06,675.7622454595487,6690.979382276535,726.64
213,SpaceInvaders,tdprop,2.175694533872365e-05,0.24076550037125066,3.0126210508620573e-06,362.4643755238894,6972.031455278397,396.8
214,Breakout,tdprop,2.175694533872365e-05,0.24076550037125066,3.0126210508620573e-06,6.843028861605708,9962.631413936615,8.97
215,Qbert,tdprop,2.175694533872365e-05,0.24076550037125066,3.0126210508620573e-06,584.3311213694941,7092.839714765549,601.75
216,BeamRider,sgd,0.5275649476333185,0.9624435749376019,0.0032506811792955646,1159.6553581044695,5269.168442964554,1341.36
217,SpaceInvaders,sgd,0.5275649476333185,0.9624435749376019,0.0032506811792955646,348.70903221278684,5063.596781253815,520.95
218,Breakout,sgd,0.5275649476333185,0.9624435749376019,0.0032506811792955646,47.9863518060052,7188.463330745697,198.26
219,Qbert,sgd,0.5275649476333185,0.9624435749376019,0.0032506811792955646,979.0804867857516,5685.784213066101,1920.25
220,BeamRider,adam,0.00019635617726035693,0.9624435749376019,0.0032506811792955646,658.1819068519873,5593.041616201401,771.72
221,SpaceInvaders,adam,0.00019635617726035693,0.9624435749376019,0.0032506811792955646,374.80553633217994,6445.761392354965,467.55
222,Breakout,adam,0.00019635617726035693,0.9624435749376019,0.0032506811792955646,6.9333272611348935,5868.326615571976,14.44
223,Qbert,adam,0.00019635617726035693,0.9624435749376019,0.0032506811792955646,755.0072978953812,6367.016844749451,833.25
224,BeamRider,tdprop,0.00019635617726035693,0.9624435749376019,0.0032506811792955646,709.8135048231511,7420.5283761024475,690.0
225,SpaceInvaders,tdprop,0.00019635617726035693,0.9624435749376019,0.0032506811792955646,339.2718049976169,9406.875976800919,442.6
226,Breakout,tdprop,0.00019635617726035693,0.9624435749376019,0.0032506811792955646,5.118818008354391,8065.063237905502,8.57
227,Qbert,tdprop,0.00019635617726035693,0.9624435749376019,0.0032506811792955646,601.9521165180963,8235.207114458084,685.75
228,BeamRider,sgd,0.17961163979554576,0.4679898684135244,3.3813625565826744e-06,1303.7922511690047,5701.113785505295,1546.72
229,SpaceInvaders,sgd,0.17961163979554576,0.4679898684135244,3.3813625565826744e-06,403.3108834276707,6214.794540882111,329.4
230,Breakout,sgd,0.17961163979554576,0.4679898684135244,3.3813625565826744e-06,25.534976961282986,5542.550757646561,15.0
231,Qbert,sgd,0.17961163979554576,0.4679898684135244,3.3813625565826744e-06,1359.336954741497,5375.452049970627,1911.25
232,BeamRider,adam,2.2133104623121964e-05,0.4679898684135244,3.3813625565826744e-06,289.48023194517657,4827.019939899445,256.84
233,SpaceInvaders,adam,2.2133104623121964e-05,0.4679898684135244,3.3813625565826744e-06,273.0994554877649,5429.526721715927,276.35
234,Breakout,adam,2.2133104623121964e-05,0.4679898684135244,3.3813625565826744e-06,4.218038110101443,8246.363731145859,6.38
235,Qbert,adam,2.2133104623121964e-05,0.4679898684135244,3.3813625565826744e-06,487.8393481264732,4947.679442405701,633.5
236,BeamRider,tdprop,2.2133104623121964e-05,0.4679898684135244,3.3813625565826744e-06,520.18733875769,7481.63706278801,555.36
237,SpaceInvaders,tdprop,2.2133104623121964e-05,0.4679898684135244,3.3813625565826744e-06,342.629080504617,6639.433113574982,355.8
238,Breakout,tdprop,2.2133104623121964e-05,0.4679898684135244,3.3813625565826744e-06,9.493917686017436,6933.296185970306,13.0
239,Qbert,tdprop,2.2133104623121964e-05,0.4679898684135244,3.3813625565826744e-06,710.278918135716,6672.381130695343,868.5
240,BeamRider,sgd,0.07266067059644642,0.7157299079708065,0.00045958589652905443,1064.9269781638882,5163.697172641754,1658.96
241,SpaceInvaders,sgd,0.07266067059644642,0.7157299079708065,0.00045958589652905443,411.25465036823323,6646.229489564896,512.3
242,Breakout,sgd,0.07266067059644642,0.7157299079708065,0.00045958589652905443,18.403522818254604,5814.983145952225,49.6
243,Qbert,sgd,0.07266067059644642,0.7157299079708065,0.00045958589652905443,983.8453640815037,6130.938686847687,2691.5
244,BeamRider,adam,0.007211899303315034,0.7157299079708065,0.00045958589652905443,338.8100416163243,5492.800920248032,333.56
245,SpaceInvaders,adam,0.007211899303315034,0.7157299079708065,0.00045958589652905443,204.74977307110439,6723.3300750255585,210.5
246,Breakout,adam,0.007211899303315034,0.7157299079708065,0.00045958589652905443,9.833713409847098,5761.434930086136,3.49
247,Qbert,adam,0.007211899303315034,0.7157299079708065,0.00045958589652905443,162.18039772727272,7459.847459077835,155.5
248,BeamRider,tdprop,0.007211899303315034,0.7157299079708065,0.00045958589652905443,1011.681029858752,7728.194618701935,1281.76
249,SpaceInvaders,tdprop,0.007211899303315034,0.7157299079708065,0.00045958589652905443,387.79403998491136,9189.033350467682,497.55
250,Breakout,tdprop,0.007211899303315034,0.7157299079708065,0.00045958589652905443,1.9958095786198586,7656.855808496475,1.55
251,Qbert,tdprop,0.007211899303315034,0.7157299079708065,0.00045958589652905443,135.3755500733431,6810.837317705154,91.75
252,BeamRider,sgd,0.0006899513491910881,0.8680552020253307,1.25092073494853e-06,321.281239000352,6640.642443418503,368.72
253,SpaceInvaders,sgd,0.0006899513491910881,0.8680552020253307,1.25092073494853e-06,236.36020744931636,5619.469543933868,249.65
254,Breakout,sgd,0.0006899513491910881,0.8680552020253307,1.25092073494853e-06,1.7956377344942105,7771.68819642067,1.37
255,Qbert,sgd,0.0006899513491910881,0.8680552020253307,1.25092073494853e-06,245.91040115301465,7225.5779349803925,250.75
256,BeamRider,adam,0.0032083544219845316,0.8680552020253307,1.25092073494853e-06,392.50131617432,6002.061529636383,346.72
257,SpaceInvaders,adam,0.0032083544219845316,0.8680552020253307,1.25092073494853e-06,231.13298637266314,28777.192242622375,245.2
258,Breakout,adam,0.0032083544219845316,0.8680552020253307,1.25092073494853e-06,13.770602365114561,6952.613281011581,30.58
259,Qbert,adam,0.0032083544219845316,0.8680552020253307,1.25092073494853e-06,367.23674491135915,4973.467255115509,332.75
260,BeamRider,tdprop,0.0032083544219845316,0.8680552020253307,1.25092073494853e-06,662.825264084507,6878.418718338013,661.4
261,SpaceInvaders,tdprop,0.0032083544219845316,0.8680552020253307,1.25092073494853e-06,349.97615553925164,8324.881535291672,421.5
262,Breakout,tdprop,0.0032083544219845316,0.8680552020253307,1.25092073494853e-06,1.975135462712106,7879.7335703372955,1.99
263,Qbert,tdprop,0.0032083544219845316,0.8680552020253307,1.25092073494853e-06,144.81136697697207,7021.393898963928,151.5
264,BeamRider,sgd,0.0006798451709586829,0.9055290893981598,5.908794815521098e-07,488.52961390741865,6277.844560146332,646.12
265,SpaceInvaders,sgd,0.0006798451709586829,0.9055290893981598,5.908794815521098e-07,261.3320295523685,6622.079940319061,307.45
266,Breakout,sgd,0.0006798451709586829,0.9055290893981598,5.908794815521098e-07,2.2681407496294206,8581.406134605408,2.71
267,Qbert,sgd,0.0006798451709586829,0.9055290893981598,5.908794815521098e-07,217.88793996932134,6826.467237949371,199.0
268,BeamRider,adam,0.00011271011969086678,0.9055290893981598,5.908794815521098e-07,1031.0849724626278,6300.824735879898,1263.64
269,SpaceInvaders,adam,0.00011271011969086678,0.9055290893981598,5.908794815521098e-07,406.9836362265289,5276.9284591674805,512.35
270,Breakout,adam,0.00011271011969086678,0.9055290893981598,5.908794815521098e-07,25.594554638413207,5095.820379972458,75.12
271,Qbert,adam,0.00011271011969086678,0.9055290893981598,5.908794815521098e-07,1204.8383198152226,6487.012961864471,2124.5
272,BeamRider,tdprop,0.00011271011969086678,0.9055290893981598,5.908794815521098e-07,1021.5050801535335,6932.995906352997,1211.88
273,SpaceInvaders,tdprop,0.00011271011969086678,0.9055290893981598,5.908794815521098e-07,453.34076333489753,9537.37716293335,617.15
274,Breakout,tdprop,0.00011271011969086678,0.9055290893981598,5.908794815521098e-07,6.434002869440459,10027.552725076675,22.02
275,Qbert,tdprop,0.00011271011969086678,0.9055290893981598,5.908794815521098e-07,743.497180349203,11234.870905637741,1161.25
276,BeamRider,sgd,0.0265262721391026,0.03602494267125833,1.3930336343524232e-05,419.9053913043478,5394.73436331749,676.16
277,SpaceInvaders,sgd,0.0265262721391026,0.03602494267125833,1.3930336343524232e-05,365.74928639391055,5402.8320989608765,482.55
278,Breakout,sgd,0.0265262721391026,0.03602494267125833,1.3930336343524232e-05,4.288820116054159,8567.976478338242,8.09
279,Qbert,sgd,0.0265262721391026,0.03602494267125833,1.3930336343524232e-05,541.1975041996641,4775.380314588547,634.75
280,BeamRider,adam,1.0266909862854707e-05,0.03602494267125833,1.3930336343524232e-05,538.5037349166827,5701.47732925415,557.24
281,SpaceInvaders,adam,1.0266909862854707e-05,0.03602494267125833,1.3930336343524232e-05,217.93026113671274,5421.2955231666565,153.05
282,Breakout,adam,1.0266909862854707e-05,0.03602494267125833,1.3930336343524232e-05,3.4281719838650533,5454.467475652695,2.27
283,Qbert,adam,1.0266909862854707e-05,0.03602494267125833,1.3930336343524232e-05,324.0398529469279,7583.9012615680695,396.25
284,BeamRider,tdprop,1.0266909862854707e-05,0.03602494267125833,1.3930336343524232e-05,464.8170852283963,7154.688850402832,569.24
285,SpaceInvaders,tdprop,1.0266909862854707e-05,0.03602494267125833,1.3930336343524232e-05,350.698703652077,6928.918041229248,304.45
286,Breakout,tdprop,1.0266909862854707e-05,0.03602494267125833,1.3930336343524232e-05,2.828370978781656,7269.135405778885,2.91
287,Qbert,tdprop,1.0266909862854707e-05,0.03602494267125833,1.3930336343524232e-05,372.0579457275357,7483.230587720871,502.0
288,BeamRider,sgd,0.0027358656754393846,0.6324663463067566,4.817030595794175e-06,698.6006251502765,6160.239283084869,685.32
289,SpaceInvaders,sgd,0.0027358656754393846,0.6324663463067566,4.817030595794175e-06,380.8228865316618,5532.658208370209,397.2
290,Breakout,sgd,0.0027358656754393846,0.6324663463067566,4.817030595794175e-06,2.439884903992628,7255.002311229706,4.51
291,Qbert,sgd,0.0027358656754393846,0.6324663463067566,4.817030595794175e-06,134.25213474711458,5741.752194404602,257.0
292,BeamRider,adam,1.6019434753497004e-05,0.6324663463067566,4.817030595794175e-06,465.4989491382934,6594.422537088394,627.16
293,SpaceInvaders,adam,1.6019434753497004e-05,0.6324663463067566,4.817030595794175e-06,280.18561187916026,6309.8695867061615,336.05
294,Breakout,adam,1.6019434753497004e-05,0.6324663463067566,4.817030595794175e-06,3.2321066161547827,7412.782372236252,4.06
295,Qbert,adam,1.6019434753497004e-05,0.6324663463067566,4.817030595794175e-06,523.7247333250322,6751.760655641556,690.5
296,BeamRider,tdprop,1.6019434753497004e-05,0.6324663463067566,4.817030595794175e-06,707.9228703929705,7058.250838279724,713.4
297,SpaceInvaders,tdprop,1.6019434753497004e-05,0.6324663463067566,4.817030595794175e-06,352.88386832958497,6356.727902889252,437.8
298,Breakout,tdprop,1.6019434753497004e-05,0.6324663463067566,4.817030595794175e-06,4.876417750368682,7377.513954639435,6.16
299,Qbert,tdprop,1.6019434753497004e-05,0.6324663463067566,4.817030595794175e-06,682.6715106454883,6823.677314519882,943.75
300,BeamRider,sgd,0.0011941821655948616,0.22614567592289037,0.005444903189726387,434.54117647058825,6161.489895105362,663.52
301,SpaceInvaders,sgd,0.0011941821655948616,0.22614567592289037,0.005444903189726387,291.1701321949876,6597.7785449028015,298.9
302,Breakout,sgd,0.0011941821655948616,0.22614567592289037,0.005444903189726387,2.446588751391344,7579.073832988739,2.02
303,Qbert,sgd,0.0011941821655948616,0.22614567592289037,0.005444903189726387,308.6971294086449,7145.329980611801,281.5
304,BeamRider,adam,0.00800393817647412,0.22614567592289037,0.005444903189726387,524.6987511422479,6518.47133731842,437.12
305,SpaceInvaders,adam,0.00800393817647412,0.22614567592289037,0.005444903189726387,227.960377242942,6517.52570605278,230.05
306,Breakout,adam,0.00800393817647412,0.22614567592289037,0.005444903189726387,3.7469492460022535,7433.981829881668,2.85
307,Qbert,adam,0.00800393817647412,0.22614567592289037,0.005444903189726387,503.26022928089174,6997.419390916824,485.0
308,BeamRider,tdprop,0.00800393817647412,0.22614567592289037,0.005444903189726387,1271.564097914778,9604.68664765358,1698.32
309,SpaceInvaders,tdprop,0.00800393817647412,0.22614567592289037,0.005444903189726387,413.06628392484345,9476.009236812592,539.1
310,Breakout,tdprop,0.00800393817647412,0.22614567592289037,0.005444903189726387,65.30385139740967,8014.743826627731,131.26
311,Qbert,tdprop,0.00800393817647412,0.22614567592289037,0.005444903189726387,645.6655806376542,8822.66230416298,810.5
312,BeamRider,sgd,0.005524775674485339,0.17856663210049817,6.31263969987572e-05,663.9988310929281,6056.589956998825,666.76
313,SpaceInvaders,sgd,0.005524775674485339,0.17856663210049817,6.31263969987572e-05,272.51975338201845,6543.208478927612,366.6
314,Breakout,sgd,0.005524775674485339,0.17856663210049817,6.31263969987572e-05,2.627643919649664,7862.223029851913,4.0
315,Qbert,sgd,0.005524775674485339,0.17856663210049817,6.31263969987572e-05,306.06392378318156,6062.087484359741,389.25
316,BeamRider,adam,0.0027188969680534544,0.17856663210049817,6.31263969987572e-05,348.67764964305326,5199.24281001091,330.12
317,SpaceInvaders,adam,0.0027188969680534544,0.17856663210049817,6.31263969987572e-05,188.45379688929552,5285.311271429062,161.35
318,Breakout,adam,0.0027188969680534544,0.17856663210049817,6.31263969987572e-05,2.8947974940809185,6518.3822016716,1.91
319,Qbert,adam,0.0027188969680534544,0.17856663210049817,6.31263969987572e-05,238.5959060426249,5715.755000829697,308.0
320,BeamRider,tdprop,0.0027188969680534544,0.17856663210049817,6.31263969987572e-05,641.4124094734782,7003.229207992554,1036.12
321,SpaceInvaders,tdprop,0.0027188969680534544,0.17856663210049817,6.31263969987572e-05,306.73326874949544,8993.798173666,301.95
322,Breakout,tdprop,0.0027188969680534544,0.17856663210049817,6.31263969987572e-05,1.8347432827879755,10316.840391874313,2.01
323,Qbert,tdprop,0.0027188969680534544,0.17856663210049817,6.31263969987572e-05,473.48985890652557,8256.310443878174,429.5
324,BeamRider,sgd,0.008868270608373545,0.799552597300526,0.01981249933217025,365.91918861442826,5933.277409076691,355.96
325,SpaceInvaders,sgd,0.008868270608373545,0.799552597300526,0.01981249933217025,300.1954915944982,6799.188409805298,250.65
326,Breakout,sgd,0.008868270608373545,0.799552597300526,0.01981249933217025,2.598884305112488,8178.146344900131,3.24
327,Qbert,sgd,0.008868270608373545,0.799552597300526,0.01981249933217025,427.84134007585334,6020.92193198204,612.0
328,BeamRider,adam,0.0015362802088080588,0.799552597300526,0.01981249933217025,1113.2946303501947,6568.369303703308,1499.92
329,SpaceInvaders,adam,0.0015362802088080588,0.799552597300526,0.01981249933217025,417.9682516671499,6422.938594341278,396.55
330,Breakout,adam,0.0015362802088080588,0.799552597300526,0.01981249933217025,19.837481517989158,6037.521876811981,83.49
331,Qbert,adam,0.0015362802088080588,0.799552597300526,0.01981249933217025,749.7579689994335,5152.0971596241,1804.25
332,BeamRider,tdprop,0.0015362802088080588,0.799552597300526,0.01981249933217025,985.3791754929118,7626.276594161987,1371.92
333,SpaceInvaders,tdprop,0.0015362802088080588,0.799552597300526,0.01981249933217025,399.7550805886475,7187.374588012695,517.2
334,Breakout,tdprop,0.0015362802088080588,0.799552597300526,0.01981249933217025,13.065342960288808,8120.069711685181,48.87
335,Qbert,tdprop,0.0015362802088080588,0.799552597300526,0.01981249933217025,884.6057347670251,7408.550771474838,2537.5
336,BeamRider,sgd,0.016724031667422697,0.833869113191457,5.7087440673262664e-08,433.9717728055077,4620.743354558945,488.92
337,SpaceInvaders,sgd,0.016724031667422697,0.833869113191457,5.7087440673262664e-08,324.21694893425206,4667.429413795471,333.05
338,Breakout,sgd,0.016724031667422697,0.833869113191457,5.7087440673262664e-08,3.285453397664247,7159.041155576706,4.56
339,Qbert,sgd,0.016724031667422697,0.833869113191457,5.7087440673262664e-08,470.3846340163736,5820.401455163956,707.25
340,BeamRider,adam,0.006811779579353794,0.833869113191457,5.7087440673262664e-08,364.94500904914383,5740.63643860817,340.64
341,SpaceInvaders,adam,0.006811779579353794,0.833869113191457,5.7087440673262664e-08,199.02759288394046,5206.344438791275,209.7
342,Breakout,adam,0.006811779579353794,0.833869113191457,5.7087440673262664e-08,1.556199821587868,7160.038854837418,2.33
343,Qbert,adam,0.006811779579353794,0.833869113191457,5.7087440673262664e-08,251.02175288164185,4920.267769098282,266.5
344,BeamRider,tdprop,0.006811779579353794,0.833869113191457,5.7087440673262664e-08,314.125,28573.402673244476,304.68
345,SpaceInvaders,tdprop,0.006811779579353794,0.833869113191457,5.7087440673262664e-08,210.9944214617024,6283.343990564346,247.1
346,Breakout,tdprop,0.006811779579353794,0.833869113191457,5.7087440673262664e-08,1.4794970380026733,8880.403543949127,1.56
347,Qbert,tdprop,0.006811779579353794,0.833869113191457,5.7087440673262664e-08,149.34376496886478,6747.710516691208,152.5
348,BeamRider,sgd,0.0028922269969587967,0.6369681176124096,1.3486623185771657e-06,709.6288352695859,5044.242490768433,717.36
349,SpaceInvaders,sgd,0.0028922269969587967,0.6369681176124096,1.3486623185771657e-06,298.82485170152984,5727.639362335205,364.1
350,Breakout,sgd,0.0028922269969587967,0.6369681176124096,1.3486623185771657e-06,3.57009109803236,5671.529646158218,4.0
351,Qbert,sgd,0.0028922269969587967,0.6369681176124096,1.3486623185771657e-06,321.5108505605266,6255.815344572067,446.5
352,BeamRider,adam,0.0013123562836198173,0.6369681176124096,1.3486623185771657e-06,392.1053722066006,4866.424679040909,355.56
353,SpaceInvaders,adam,0.0013123562836198173,0.6369681176124096,1.3486623185771657e-06,231.20082283363334,6752.8099184036255,226.2
354,Breakout,adam,0.0013123562836198173,0.6369681176124096,1.3486623185771657e-06,14.13250508036209,6752.312992334366,3.61
355,Qbert,adam,0.0013123562836198173,0.6369681176124096,1.3486623185771657e-06,428.0373425966131,5076.956593751907,329.75
356,BeamRider,tdprop,0.0013123562836198173,0.6369681176124096,1.3486623185771657e-06,948.8663815226689,9396.644845485687,1082.68
357,SpaceInvaders,tdprop,0.0013123562836198173,0.6369681176124096,1.3486623185771657e-06,357.84469832202785,6715.712813138962,350.25
358,Breakout,tdprop,0.0013123562836198173,0.6369681176124096,1.3486623185771657e-06,45.649001901140686,6781.770737171173,90.42
359,Qbert,tdprop,0.0013123562836198173,0.6369681176124096,1.3486623185771657e-06,649.3554327808472,7075.655251026154,648.5
360,BeamRider,sgd,0.025921287854647514,0.5189710995569771,0.004684510193854068,851.7829574693507,5063.979249000549,1089.44
361,SpaceInvaders,sgd,0.025921287854647514,0.5189710995569771,0.004684510193854068,349.76665350184305,5140.97300028801,423.25
362,Breakout,sgd,0.025921287854647514,0.5189710995569771,0.004684510193854068,3.8818282671400044,7589.101773262024,8.66
363,Qbert,sgd,0.025921287854647514,0.5189710995569771,0.004684510193854068,568.2281661001921,4879.1268429756165,620.0
364,BeamRider,adam,0.005793810643941348,0.5189710995569771,0.004684510193854068,533.3266646760227,6289.919948101044,499.52
365,SpaceInvaders,adam,0.005793810643941348,0.5189710995569771,0.004684510193854068,289.000333000333,6493.443646192551,291.55
366,Breakout,adam,0.005793810643941348,0.5189710995569771,0.004684510193854068,38.46734130634775,5644.62513589859,49.32
367,Qbert,adam,0.005793810643941348,0.5189710995569771,0.004684510193854068,555.1976815418689,4803.0215973854065,486.5
368,BeamRider,tdprop,0.005793810643941348,0.5189710995569771,0.004684510193854068,1324.7192172789366,9628.794876337051,1588.0
369,SpaceInvaders,tdprop,0.005793810643941348,0.5189710995569771,0.004684510193854068,445.7183257918552,9414.691035032272,617.85
370,Breakout,tdprop,0.005793810643941348,0.5189710995569771,0.004684510193854068,60.620339864747706,6441.032431840897,109.84
371,Qbert,tdprop,0.005793810643941348,0.5189710995569771,0.004684510193854068,811.3647735801851,9835.30745625496,722.5
372,BeamRider,sgd,0.012880234154754918,0.6903515823459064,0.00025943208133175007,679.1607260004373,6250.2163553237915,701.44
373,SpaceInvaders,sgd,0.012880234154754918,0.6903515823459064,0.00025943208133175007,294.76130814700593,6449.077793121338,332.3
374,Breakout,sgd,0.012880234154754918,0.6903515823459064,0.00025943208133175007,3.0464020401374876,7813.662628173828,4.65
375,Qbert,sgd,0.012880234154754918,0.6903515823459064,0.00025943208133175007,453.4730619373908,6664.12068271637,556.5
376,BeamRider,adam,1.8258232166602705e-05,0.6903515823459064,0.00025943208133175007,695.8481134342707,6956.9929003715515,736.44
377,SpaceInvaders,adam,1.8258232166602705e-05,0.6903515823459064,0.00025943208133175007,299.29134597334337,6673.816869735718,311.7
378,Breakout,adam,1.8258232166602705e-05,0.6903515823459064,0.00025943208133175007,3.370331325301205,5607.559021234512,5.13
379,Qbert,adam,1.8258232166602705e-05,0.6903515823459064,0.00025943208133175007,469.1666666666667,5394.47415137291,610.75
380,BeamRider,tdprop,1.8258232166602705e-05,0.6903515823459064,0.00025943208133175007,701.0943305186972,7313.592208862305,706.28
381,SpaceInvaders,tdprop,1.8258232166602705e-05,0.6903515823459064,0.00025943208133175007,351.82340425531913,9853.927159309387,371.2
382,Breakout,tdprop,1.8258232166602705e-05,0.6903515823459064,0.00025943208133175007,3.2406971453441216,10475.92590045929,3.95
383,Qbert,tdprop,1.8258232166602705e-05,0.6903515823459064,0.00025943208133175007,415.95843879046225,7914.678039312363,519.0
384,BeamRider,sgd,0.027982864699963046,0.07055270669594416,1.7891291314943558e-05,638.3807890222985,5983.237418651581,937.12
385,SpaceInvaders,sgd,0.027982864699963046,0.07055270669594416,1.7891291314943558e-05,354.6828960291848,4989.347636461258,503.7
386,Breakout,sgd,0.027982864699963046,0.07055270669594416,1.7891291314943558e-05,4.545004631467513,6020.329185247421,10.08
387,Qbert,sgd,0.027982864699963046,0.07055270669594416,1.7891291314943558e-05,598.177014238967,5430.226277828217,763.0
388,BeamRider,adam,1.6802657090571647e-05,0.07055270669594416,1.7891291314943558e-05,547.9870759289176,5490.435818910599,575.4
389,SpaceInvaders,adam,1.6802657090571647e-05,0.07055270669594416,1.7891291314943558e-05,206.95392904710013,5610.475484132767,194.25
390,Breakout,adam,1.6802657090571647e-05,0.07055270669594416,1.7891291314943558e-05,2.747356900966383,5735.350060939789,2.19
391,Qbert,adam,1.6802657090571647e-05,0.07055270669594416,1.7891291314943558e-05,399.61341289183963,5498.786835432053,479.5
392,BeamRider,tdprop,1.6802657090571647e-05,0.07055270669594416,1.7891291314943558e-05,532.3428827215756,8374.534901380539,586.64
393,SpaceInvaders,tdprop,1.6802657090571647e-05,0.07055270669594416,1.7891291314943558e-05,311.1302987742595,8933.008245944977,333.1
394,Breakout,tdprop,1.6802657090571647e-05,0.07055270669594416,1.7891291314943558e-05,3.3941784488975326,10935.223313808441,5.55
395,Qbert,tdprop,1.6802657090571647e-05,0.07055270669594416,1.7891291314943558e-05,518.1239368739368,8860.126754045486,512.0
396,BeamRider,sgd,0.003727218652334027,0.10390103658537109,0.0004102445007126777,375.3013698630137,5213.278626918793,380.36
397,SpaceInvaders,sgd,0.003727218652334027,0.10390103658537109,0.0004102445007126777,291.74387886597935,6587.791009426117,249.95
398,Breakout,sgd,0.003727218652334027,0.10390103658537109,0.0004102445007126777,1.8914827680152568,6745.990939855576,1.54
399,Qbert,sgd,0.003727218652334027,0.10390103658537109,0.0004102445007126777,295.4581930634933,4786.497472047806,306.75
